,0,1,2,3
0,0.31182885988916,0.33013013896860083,0.4088497252226644,0.45318068087042235
1,0.31182885988916,0.33013013896860083,0.4087581705234991,0.45336283813208295
2,0.31182885988916,0.33013013896860083,0.4087581705234991,0.45336283813208295
3,0.31182885988916,0.32972867173929,0.4087581705234991,0.4540959304686865
4,0.31182885988916,0.32972867173929,0.4087581705234991,0.4540959304686865
5,0.31182885988916,0.33044764750688466,0.4087581705234991,0.4536245083622931
6,0.31389291950517695,0.33044764750688466,0.40723355762969393,0.4536245083622931
7,0.31389291950517695,0.3305629882549761,0.40723355762969393,0.45326893974019117
8,0.31389291950517695,0.3304376339770759,0.40723355762969393,0.453336040403015
9,0.31389291950517695,0.33046720363729004,0.40723355762969393,0.4531696014358652
10,0.3142250321537863,0.33046720363729004,0.40677170330910567,0.4531696014358652
11,0.3142250321537863,0.33046720363729004,0.40676619430913763,0.45317649444810626
12,0.31445530657230125,0.33046720363729004,0.40630768538111744,0.45317649444810626
13,0.31449054000788335,0.33046720363729004,0.4065350093008976,0.45317649444810626
14,0.31449054000788335,0.33046720363729004,0.4071651694155086,0.4525532984867649
15,0.31449054000788335,0.33046720363729004,0.4071720258539092,0.4525481072074452
16,0.3142608704195876,0.33046720363729004,0.4076333807877432,0.4525481072074452
17,0.3142608704195876,0.33063199541115734,0.4074345076784101,0.4525481072074452
18,0.3142608704195876,0.3305162711034989,0.4074345076784101,0.4529024048861178
19,0.3142608704195876,0.33051788851425745,0.4074345076784101,0.4529000997577312
20,0.3142608704195876,0.32989534946066223,0.4074345076784101,0.45405946868643504
21,0.3142608704195876,0.3291380960753287,0.4074345076784101,0.4545950660226757
22,0.3142608704195876,0.3291380960753287,0.407402722944466,0.45462565849529046
23,0.3142608704195876,0.3293570670799376,0.407402722944466,0.4542638818135507
24,0.31421947525524085,0.3293570670799376,0.40763743028898386,0.4542638818135507
25,0.31424393929729705,0.32931719062107767,0.40763743028898386,0.4542638818135507
26,0.31424393929729705,0.33010224470501087,0.40763743028898386,0.4537202023863619
27,0.31218651767325906,0.33010224470501087,0.40916203334190104,0.4537202023863619
28,0.31218651767325906,0.33010224470501087,0.4085349328804495,0.45434439178515007
29,0.31218651767325906,0.329525521945404,0.4085349328804495,0.4546115258923444
30,0.31218651767325906,0.329525521945404,0.4086712000973381,0.45457741813845887
31,0.31218651767325906,0.3285770965893227,0.4086712000973381,0.455234803821915
32,0.31218651767325906,0.3280517412544109,0.4086712000973381,0.45534063685492737
33,0.31218651767325906,0.3280517412544109,0.4083696883021966,0.4556196854655545
34,0.31218651767325906,0.3280517412544109,0.408299575943965,0.45564465194302545
35,0.31218651767325906,0.3280517412544109,0.40710863840228656,0.4572520169894527
36,0.31218651767325906,0.3283521849128299,0.4067254270148008,0.4572520169894527
37,0.31218651767325906,0.3295186922361416,0.4067254270148008,0.45537654514397763
38,0.31247841659184417,0.3295186922361416,0.4063500174820473,0.45537654514397763
39,0.31247841659184417,0.3295186922361416,0.4059446709663559,0.4559196504958565
40,0.31247841659184417,0.3295186922361416,0.4060311824775635,0.45573298297033704
41,0.31291866500391863,0.3290911701932743,0.4060311824775635,0.45573298297033704
42,0.31307220526799207,0.3290911701932743,0.4057374297925664,0.45573298297033704
43,0.31263128240358623,0.3290911701932743,0.40606385833109737,0.45573298297033704
44,0.31263128240358623,0.3290911701932743,0.4061184545673915,0.4557118870367373
45,0.31263128240358623,0.3290911701932743,0.406523422290448,0.4551696630972035
46,0.31251541854567344,0.3290911701932743,0.4067747227626023,0.4551696630972035
47,0.31251541854567344,0.3290911701932743,0.4080861160636487,0.45385363678738627
48,0.31251541854567344,0.32890115652113694,0.4080861160636487,0.45418579290406025
49,0.31251541854567344,0.32890115652113694,0.40825276320196496,0.45402774323549266
50,0.31251541854567344,0.3286196686571007,0.40825276320196496,0.4541941961229736
51,0.3125175753210425,0.3286191784891926,0.40825276320196496,0.4541941961229736
52,0.3125175753210425,0.3286191784891926,0.40828159382964574,0.4541879968949614
53,0.3125175753210425,0.3286191784891926,0.40827485849983036,0.4541930901527066
54,0.31249476366252854,0.32865888417974076,0.40827485849983036,0.4541930901527066
55,0.31249476366252854,0.32921251081715913,0.40827485849983036,0.4539365273115655
56,0.31249476366252854,0.32921251081715913,0.4083223285031051,0.4539093351789277
57,0.3127174772637406,0.32921251081715913,0.40787067319886267,0.4539093351789277
58,0.3127174772637406,0.32890182855275474,0.40787067319886267,0.4540621855401848
59,0.312799631907304,0.32890182855275474,0.4077135108700485,0.4540621855401848
60,0.312799631907304,0.32890182855275474,0.4071357252213273,0.4548232501998971
61,0.312799631907304,0.32890182855275474,0.40718573501160205,0.45477700517052544
62,0.312799631907304,0.329530258062271,0.40718573501160205,0.45361844608477286
63,0.312799631907304,0.329530258062271,0.4075872426579716,0.4532357649211068
64,0.3129888669687026,0.329530258062271,0.40725867086536166,0.4532357649211068
65,0.3129888669687026,0.3300423690973497,0.40725867086536166,0.4529677761029861
